time,gFx,gFy,gFz,TgF
5.492000,-0.1405,0.9848,-0.0390,0.996
5.512000,-0.1411,0.9826,-0.0408,0.994
5.522000,-0.1407,0.9808,-0.0428,0.992
5.524000,-0.1396,0.9797,-0.0436,0.991
5.534000,-0.1385,0.9800,-0.0425,0.991
5.543000,-0.1366,0.9804,-0.0410,0.991
5.578000,-0.1353,0.9795,-0.0397,0.990
5.582000,-0.1347,0.9778,-0.0393,0.988
5.584000,-0.1341,0.9778,-0.0397,0.988
5.585000,-0.1339,0.9784,-0.0398,0.988
5.592000,-0.1353,0.9797,-0.0403,0.990
5.605000,-0.1361,0.9808,-0.0419,0.991
5.617000,-0.1364,0.9814,-0.0435,0.992
5.623000,-0.1363,0.9814,-0.0443,0.992
5.636000,-0.1350,0.9816,-0.0429,0.992
5.642000,-0.1335,0.9816,-0.0418,0.992
5.652000,-0.1331,0.9819,-0.0410,0.992
5.681000,-0.1328,0.9822,-0.0398,0.992
5.683000,-0.1330,0.9843,-0.0385,0.994
5.683000,-0.1347,0.9869,-0.0386,0.997
5.692000,-0.1350,0.9879,-0.0384,0.998
5.703000,-0.1361,0.9881,-0.0379,0.998
5.712000,-0.1371,0.9872,-0.0382,0.997
5.722000,-0.1391,0.9864,-0.0377,0.997
5.732000,-0.1415,0.9858,-0.0380,0.997
5.743000,-0.1432,0.9847,-0.0375,0.996
5.768000,-0.1441,0.9836,-0.0365,0.995
5.769000,-0.1449,0.9825,-0.0357,0.994
5.772000,-0.1454,0.9816,-0.0351,0.993
5.786000,-0.1465,0.9806,-0.0348,0.992
5.792000,-0.1466,0.9806,-0.0343,0.992
5.802000,-0.1466,0.9811,-0.0341,0.993
5.812000,-0.1472,0.9815,-0.0332,0.993
5.822000,-0.1477,0.9813,-0.0333,0.993
5.832000,-0.1483,0.9798,-0.0336,0.992
5.876000,-0.1493,0.9787,-0.0335,0.991
5.878000,-0.1496,0.9789,-0.0332,0.991
5.879000,-0.1496,0.9792,-0.0319,0.991
5.880000,-0.1483,0.9798,-0.0308,0.991
5.882000,-0.1478,0.9804,-0.0309,0.992
5.892000,-0.1471,0.9811,-0.0315,0.993
5.901000,-0.1456,0.9820,-0.0321,0.993
5.912000,-0.1445,0.9821,-0.0321,0.993
5.922000,-0.1433,0.9816,-0.0332,0.993
5.931000,-0.1433,0.9808,-0.0333,0.992
5.955000,-0.1438,0.9795,-0.0319,0.991
5.961000,-0.1448,0.9789,-0.0311,0.990
5.961000,-0.1455,0.9789,-0.0303,0.990
5.972000,-0.1450,0.9791,-0.0290,0.990
5.982000,-0.1440,0.9799,-0.0275,0.991
5.993000,-0.1429,0.9814,-0.0268,0.992
6.002000,-0.1429,0.9833,-0.0274,0.994
6.013000,-0.1426,0.9841,-0.0281,0.995
6.022000,-0.1434,0.9843,-0.0281,0.995
6.032000,-0.1434,0.9837,-0.0299,0.995
6.061000,-0.1443,0.9837,-0.0308,0.995
6.063000,-0.1456,0.9822,-0.0335,0.994
6.064000,-0.1456,0.9806,-0.0335,0.992
6.072000,-0.1457,0.9802,-0.0364,0.992
6.082000,-0.1444,0.9795,-0.0386,0.991
6.093000,-0.1407,0.9803,-0.0404,0.991
6.102000,-0.1366,0.9830,-0.0418,0.993
6.112000,-0.1349,0.9853,-0.0407,0.995
6.122000,-0.1340,0.9869,-0.0399,0.997
6.132000,-0.1335,0.9876,-0.0404,0.997
6.157000,-0.1335,0.9874,-0.0415,0.997
6.163000,-0.1345,0.9863,-0.0425,0.996
6.164000,-0.1350,0.9848,-0.0431,0.995
6.172000,-0.1353,0.9831,-0.0431,0.993
6.182000,-0.1357,0.9811,-0.0434,0.991
6.193000,-0.1355,0.9797,-0.0429,0.990
6.202000,-0.1339,0.9794,-0.0420,0.989
6.212000,-0.1333,0.9802,-0.0417,0.990
6.222000,-0.1328,0.9803,-0.0415,0.990
6.232000,-0.1317,0.9815,-0.0423,0.991
6.260000,-0.1292,0.9824,-0.0425,0.992
6.261000,-0.1291,0.9826,-0.0423,0.992
6.262000,-0.1287,0.9820,-0.0402,0.991
6.272000,-0.1285,0.9824,-0.0388,0.991
6.283000,-0.1307,0.9830,-0.0376,0.992
6.293000,-0.1341,0.9842,-0.0351,0.994
6.302000,-0.1367,0.9844,-0.0341,0.994
6.313000,-0.1382,0.9844,-0.0332,0.995
6.322000,-0.1401,0.9843,-0.0324,0.995
6.332000,-0.1421,0.9839,-0.0320,0.995
6.384000,-0.1439,0.9839,-0.0316,0.995
6.387000,-0.1445,0.9835,-0.0297,0.994
6.388000,-0.1450,0.9830,-0.0271,0.994
6.390000,-0.1466,0.9826,-0.0263,0.994
6.392000,-0.1491,0.9822,-0.0264,0.994
6.394000,-0.1515,0.9815,-0.0271,0.993
6.415000,-0.1529,0.9809,-0.0276,0.993
6.425000,-0.1527,0.9808,-0.0277,0.993
6.429000,-0.1512,0.9814,-0.0276,0.993
6.433000,-0.1482,0.9827,-0.0276,0.994
6.464000,-0.1461,0.9843,-0.0282,0.995
6.465000,-0.1450,0.9852,-0.0282,0.996
6.465000,-0.1433,0.9849,-0.0275,0.996
6.472000,-0.1424,0.9843,-0.0276,0.995
6.482000,-0.1419,0.9839,-0.0282,0.995
6.493000,-0.1416,0.9841,-0.0287,0.995
6.502000,-0.1396,0.9844,-0.0285,0.995
6.512000,-0.1377,0.9847,-0.0290,0.995
6.522000,-0.1350,0.9848,-0.0293,0.994
6.532000,-0.1333,0.9854,-0.0300,0.995
6.557000,-0.1330,0.9858,-0.0309,0.995
6.561000,-0.1334,0.9854,-0.0308,0.995
6.562000,-0.1339,0.9852,-0.0322,0.995
6.572000,-0.1338,0.9852,-0.0336,0.995
6.582000,-0.1335,0.9850,-0.0337,0.995
6.592000,-0.1330,0.9853,-0.0338,0.995
6.602000,-0.1336,0.9852,-0.0329,0.995
6.612000,-0.1340,0.9855,-0.0320,0.995
6.622000,-0.1336,0.9859,-0.0316,0.995
6.632000,-0.1342,0.9853,-0.0302,0.995
6.654000,-0.1360,0.9841,-0.0297,0.994
6.660000,-0.1375,0.9828,-0.0292,0.993
6.661000,-0.1388,0.9816,-0.0281,0.992
6.672000,-0.1396,0.9803,-0.0275,0.991
6.682000,-0.1399,0.9793,-0.0276,0.990
6.693000,-0.1383,0.9797,-0.0271,0.990
6.702000,-0.1364,0.9816,-0.0265,0.991
6.713000,-0.1342,0.9835,-0.0247,0.993
6.724000,-0.1325,0.9847,-0.0241,0.994
6.733000,-0.1328,0.9849,-0.0242,0.994
6.786000,-0.1325,0.9849,-0.0238,0.994
6.788000,-0.1322,0.9848,-0.0236,0.994
6.789000,-0.1308,0.9847,-0.0242,0.994
6.790000,-0.1305,0.9850,-0.0255,0.994
6.791000,-0.1298,0.9850,-0.0265,0.994
6.795000,-0.1289,0.9850,-0.0269,0.994
6.829000,-0.1274,0.9848,-0.0280,0.993
6.837000,-0.1258,0.9846,-0.0283,0.993
6.842000,-0.1242,0.9847,-0.0258,0.993
6.843000,-0.1230,0.9849,-0.0237,0.993
6.844000,-0.1244,0.9860,-0.0237,0.994
6.853000,-0.1251,0.9858,-0.0233,0.994
6.878000,-0.1250,0.9857,-0.0221,0.994
6.880000,-0.1250,0.9857,-0.0217,0.994
6.882000,-0.1246,0.9863,-0.0232,0.994
6.904000,-0.1246,0.9877,-0.0259,0.996
6.908000,-0.1252,0.9888,-0.0280,0.997
6.913000,-0.1259,0.9892,-0.0286,0.998
6.922000,-0.1275,0.9890,-0.0292,0.998
6.932000,-0.1295,0.9883,-0.0303,0.997
6.943000,-0.1330,0.9864,-0.0277,0.996
6.952000,-0.1356,0.9847,-0.0241,0.994
6.976000,-0.1372,0.9839,-0.0194,0.994
6.983000,-0.1373,0.9844,-0.0143,0.994
6.984000,-0.1356,0.9858,-0.0090,0.995
6.995000,-0.1340,0.9863,-0.0066,0.995
7.002000,-0.1330,0.9853,-0.0056,0.994
7.012000,-0.1317,0.9831,-0.0050,0.992
7.022000,-0.1297,0.9817,-0.0061,0.990
7.032000,-0.1275,0.9808,-0.0088,0.989
7.042000,-0.1244,0.9806,-0.0101,0.989
7.052000,-0.1206,0.9811,-0.0117,0.989
7.072000,-0.1178,0.9816,-0.0131,0.989
7.074000,-0.1149,0.9819,-0.0139,0.989
7.082000,-0.1132,0.9825,-0.0143,0.989
7.093000,-0.1118,0.9828,-0.0148,0.989
7.102000,-0.1112,0.9831,-0.0160,0.989
7.112000,-0.1113,0.9832,-0.0166,0.990
7.122000,-0.1118,0.9836,-0.0164,0.990
7.132000,-0.1119,0.9844,-0.0165,0.991
7.142000,-0.1130,0.9852,-0.0173,0.992
7.152000,-0.1137,0.9852,-0.0181,0.992
7.176000,-0.1141,0.9852,-0.0184,0.992
7.177000,-0.1140,0.9855,-0.0173,0.992
7.181000,-0.1137,0.9855,-0.0167,0.992
7.199000,-0.1137,0.9861,-0.0165,0.993
7.203000,-0.1142,0.9875,-0.0165,0.994
7.212000,-0.1153,0.9886,-0.0160,0.995
7.223000,-0.1164,0.9882,-0.0162,0.995
7.232000,-0.1158,0.9872,-0.0169,0.994
7.242000,-0.1158,0.9864,-0.0169,0.993
7.252000,-0.1126,0.9858,-0.0165,0.992
7.276000,-0.1126,0.9854,-0.0165,0.992
7.277000,-0.1112,0.9863,-0.0161,0.993
7.282000,-0.1094,0.9879,-0.0169,0.994
7.292000,-0.1098,0.9891,-0.0160,0.995
7.302000,-0.1104,0.9887,-0.0161,0.995
7.312000,-0.1130,0.9877,-0.0161,0.994
7.323000,-0.1162,0.9861,-0.0161,0.993
7.332000,-0.1182,0.9852,-0.0156,0.992
7.341000,-0.1196,0.9844,-0.0148,0.992
7.352000,-0.1207,0.9846,-0.0139,0.992
7.370000,-0.1214,0.9855,-0.0145,0.993
7.387000,-0.1219,0.9858,-0.0160,0.993
7.389000,-0.1220,0.9859,-0.0183,0.994
7.392000,-0.1224,0.9859,-0.0184,0.994
7.401000,-0.1233,0.9860,-0.0192,0.994
7.411000,-0.1240,0.9857,-0.0186,0.994
7.424000,-0.1240,0.9859,-0.0184,0.994
7.432000,-0.1248,0.9861,-0.0177,0.994
7.442000,-0.1250,0.9858,-0.0171,0.994
7.452000,-0.1242,0.9849,-0.0162,0.993
7.469000,-0.1236,0.9844,-0.0153,0.992
7.489000,-0.1235,0.9839,-0.0158,0.992
7.492000,-0.1228,0.9837,-0.0173,0.991
7.493000,-0.1229,0.9833,-0.0172,0.991
7.503000,-0.1224,0.9828,-0.0169,0.991
7.512000,-0.1212,0.9820,-0.0149,0.990
7.524000,-0.1202,0.9815,-0.0132,0.989
7.532000,-0.1189,0.9809,-0.0115,0.988
7.542000,-0.1171,0.9808,-0.0109,0.988
7.552000,-0.1164,0.9806,-0.0118,0.988
7.602000,-0.1163,0.9817,-0.0125,0.989
7.605000,-0.1159,0.9826,-0.0137,0.990
7.607000,-0.1167,0.9832,-0.0145,0.990
7.607000,-0.1174,0.9837,-0.0173,0.991
7.608000,-0.1176,0.9838,-0.0188,0.991
7.613000,-0.1171,0.9843,-0.0199,0.991
7.635000,-0.1163,0.9860,-0.0211,0.993
7.639000,-0.1159,0.9875,-0.0224,0.995
7.643000,-0.1158,0.9887,-0.0237,0.996
7.652000,-0.1162,0.9897,-0.0244,0.997
7.662000,-0.1162,0.9893,-0.0243,0.996
7.688000,-0.1168,0.9882,-0.0236,0.995
7.690000,-0.1178,0.9868,-0.0235,0.994
7.692000,-0.1189,0.9863,-0.0241,0.994
7.702000,-0.1200,0.9854,-0.0241,0.993
7.712000,-0.1204,0.9849,-0.0236,0.993
7.723000,-0.1202,0.9844,-0.0226,0.992
7.733000,-0.1197,0.9847,-0.0208,0.992
7.743000,-0.1195,0.9849,-0.0197,0.992
7.752000,-0.1193,0.9850,-0.0183,0.992
7.775000,-0.1192,0.9849,-0.0172,0.992
7.777000,-0.1201,0.9841,-0.0169,0.992
7.782000,-0.1208,0.9828,-0.0162,0.990
7.798000,-0.1209,0.9819,-0.0155,0.989
7.802000,-0.1201,0.9820,-0.0166,0.989
7.812000,-0.1181,0.9824,-0.0180,0.990
7.823000,-0.1173,0.9830,-0.0180,0.990
7.833000,-0.1159,0.9839,-0.0162,0.991
7.843000,-0.1145,0.9844,-0.0144,0.991
7.852000,-0.1137,0.9850,-0.0137,0.992
7.875000,-0.1143,0.9854,-0.0132,0.992
7.880000,-0.1156,0.9857,-0.0134,0.992
7.883000,-0.1171,0.9857,-0.0153,0.993
7.893000,-0.1191,0.9847,-0.0164,0.992
7.902000,-0.1203,0.9838,-0.0165,0.991
7.912000,-0.1211,0.9837,-0.0170,0.991
7.923000,-0.1219,0.9842,-0.0159,0.992
7.932000,-0.1228,0.9843,-0.0145,0.992
7.942000,-0.1234,0.9836,-0.0139,0.991
7.952000,-0.1239,0.9833,-0.0131,0.991
7.973000,-0.1239,0.9828,-0.0134,0.991
7.976000,-0.1239,0.9826,-0.0142,0.990
7.982000,-0.1231,0.9824,-0.0151,0.990
7.992000,-0.1222,0.9831,-0.0160,0.991
8.002000,-0.1217,0.9838,-0.0166,0.991
8.012000,-0.1215,0.9843,-0.0165,0.992
8.023000,-0.1211,0.9847,-0.0166,0.992
8.032000,-0.1204,0.9850,-0.0178,0.993
8.042000,-0.1206,0.9853,-0.0192,0.993
8.053000,-0.1193,0.9857,-0.0193,0.993
8.074000,-0.1185,0.9858,-0.0187,0.993
8.075000,-0.1181,0.9854,-0.0184,0.993
8.082000,-0.1175,0.9854,-0.0191,0.993
8.095000,-0.1164,0.9850,-0.0188,0.992
8.102000,-0.1158,0.9844,-0.0188,0.991
8.112000,-0.1154,0.9843,-0.0202,0.991
8.122000,-0.1157,0.9842,-0.0217,0.991
8.133000,-0.1160,0.9841,-0.0237,0.991
8.142000,-0.1164,0.9839,-0.0258,0.991
8.153000,-0.1162,0.9844,-0.0271,0.992
8.184000,-0.1149,0.9858,-0.0274,0.993
8.185000,-0.1119,0.9885,-0.0248,0.995
8.186000,-0.1088,0.9904,-0.0211,0.997
8.194000,-0.1077,0.9915,-0.0186,0.998
8.202000,-0.1079,0.9914,-0.0178,0.997
8.212000,-0.1087,0.9912,-0.0173,0.997
8.222000,-0.1096,0.9907,-0.0170,0.997
8.232000,-0.1093,0.9903,-0.0178,0.996
8.242000,-0.1082,0.9897,-0.0189,0.996
8.254000,-0.1060,0.9882,-0.0178,0.994
8.297000,-0.1025,0.9871,-0.0164,0.993
8.300000,-0.0993,0.9861,-0.0139,0.991
8.301000,-0.0970,0.9849,-0.0127,0.990
8.303000,-0.0964,0.9837,-0.0120,0.988
8.304000,-0.0959,0.9817,-0.0125,0.986
8.338000,-0.0982,0.9808,-0.0134,0.986
8.354000,-0.1016,0.9802,-0.0143,0.986
8.357000,-0.1033,0.9797,-0.0166,0.985
8.358000,-0.1041,0.9802,-0.0200,0.986
8.358000,-0.1041,0.9802,-0.0200,0.986
8.359000,-0.1041,0.9802,-0.0200,0.986
8.363000,-0.1058,0.9817,-0.0208,0.988
8.387000,-0.1058,0.9817,-0.0222,0.988
8.393000,-0.1088,0.9839,-0.0222,0.990
8.394000,-0.1129,0.9871,-0.0228,0.994
8.402000,-0.1129,0.9901,-0.0228,0.997
8.413000,-0.1212,0.9919,-0.0226,1.000
8.422000,-0.1212,0.9919,-0.0211,0.999
8.432000,-0.1242,0.9909,-0.0211,0.999
8.442000,-0.1267,0.9894,-0.0205,0.998
8.452000,-0.1277,0.9874,-0.0199,0.996
8.462000,-0.1320,0.9861,-0.0220,0.995
8.489000,-0.1300,0.9841,-0.0215,0.993
8.495000,-0.1300,0.9832,-0.0210,0.992
8.496000,-0.1302,0.9833,-0.0231,0.992
8.502000,-0.1302,0.9833,-0.0231,0.992
8.512000,-0.1289,0.9833,-0.0242,0.992
8.522000,-0.1277,0.9836,-0.0261,0.992
8.532000,-0.1253,0.9841,-0.0271,0.992
8.542000,-0.1228,0.9846,-0.0279,0.993
8.552000,-0.1213,0.9850,-0.0265,0.993
8.562000,-0.1190,0.9852,-0.0248,0.993
8.590000,-0.1162,0.9868,-0.0248,0.994
8.592000,-0.1146,0.9880,-0.0248,0.995
8.592000,-0.1132,0.9881,-0.0246,0.995
8.602000,-0.1116,0.9874,-0.0246,0.994
8.629000,-0.1108,0.9865,-0.0259,0.993
8.638000,-0.1086,0.9857,-0.0280,0.992
8.645000,-0.1076,0.9854,-0.0302,0.992
8.647000,-0.1068,0.9849,-0.0320,0.991
8.688000,-0.1066,0.9841,-0.0324,0.990
8.691000,-0.1073,0.9835,-0.0335,0.990
8.692000,-0.1088,0.9835,-0.0336,0.990
8.693000,-0.1118,0.9838,-0.0322,0.991
8.695000,-0.1147,0.9852,-0.0325,0.992
8.713000,-0.1176,0.9870,-0.0319,0.994
8.716000,-0.1197,0.9886,-0.0308,0.996
8.722000,-0.1206,0.9901,-0.0299,0.998
8.732000,-0.1203,0.9910,-0.0290,0.999
8.742000,-0.1202,0.9907,-0.0282,0.998
8.754000,-0.1203,0.9899,-0.0271,0.998
8.761000,-0.1204,0.9887,-0.0257,0.996
8.772000,-0.1217,0.9880,-0.0237,0.996
8.782000,-0.1212,0.9887,-0.0221,0.996
8.803000,-0.1206,0.9896,-0.0199,0.997
8.805000,-0.1203,0.9894,-0.0189,0.997
8.812000,-0.1196,0.9890,-0.0189,0.996
8.822000,-0.1175,0.9874,-0.0184,0.995
8.832000,-0.1147,0.9850,-0.0180,0.992
8.841000,-0.1116,0.9833,-0.0180,0.990
8.854000,-0.1092,0.9824,-0.0177,0.989
8.862000,-0.1071,0.9817,-0.0176,0.988
8.873000,-0.1049,0.9815,-0.0170,0.987
8.882000,-0.1041,0.9814,-0.0176,0.987
8.910000,-0.1036,0.9811,-0.0181,0.987
8.917000,-0.1040,0.9805,-0.0186,0.986
8.918000,-0.1038,0.9799,-0.0180,0.986
8.938000,-0.1046,0.9797,-0.0176,0.985
8.940000,-0.1057,0.9799,-0.0178,0.986
8.942000,-0.1070,0.9809,-0.0183,0.987
8.953000,-0.1081,0.9826,-0.0191,0.989
8.962000,-0.1092,0.9848,-0.0203,0.991
8.972000,-0.1103,0.9866,-0.0214,0.993
8.982000,-0.1115,0.9876,-0.0216,0.994
9.004000,-0.1127,0.9885,-0.0227,0.995
9.009000,-0.1137,0.9894,-0.0217,0.996
9.011000,-0.1143,0.9902,-0.0194,0.997
9.022000,-0.1154,0.9910,-0.0183,0.998
9.032000,-0.1171,0.9914,-0.0181,0.998
9.042000,-0.1179,0.9910,-0.0177,0.998
9.052000,-0.1175,0.9899,-0.0176,0.997
9.062000,-0.1159,0.9890,-0.0181,0.996
9.072000,-0.1143,0.9885,-0.0197,0.995
9.082000,-0.1125,0.9885,-0.0209,0.995
9.102000,-0.1102,0.9886,-0.0220,0.995
9.107000,-0.1088,0.9880,-0.0231,0.994
9.112000,-0.1080,0.9874,-0.0246,0.994
9.124000,-0.1080,0.9865,-0.0239,0.993
9.133000,-0.1080,0.9860,-0.0227,0.992
9.142000,-0.1070,0.9859,-0.0221,0.992
9.157000,-0.1055,0.9860,-0.0225,0.992
9.162000,-0.1046,0.9869,-0.0227,0.993
9.173000,-0.1043,0.9874,-0.0238,0.993
9.205000,-0.1042,0.9870,-0.0241,0.993
9.210000,-0.1040,0.9869,-0.0242,0.993
9.211000,-0.1032,0.9870,-0.0242,0.993
9.212000,-0.1035,0.9872,-0.0243,0.993
9.224000,-0.1041,0.9871,-0.0241,0.993
9.232000,-0.1054,0.9865,-0.0230,0.992
9.242000,-0.1071,0.9859,-0.0217,0.992
9.256000,-0.1086,0.9854,-0.0213,0.992
9.262000,-0.1104,0.9848,-0.0209,0.991
9.272000,-0.1120,0.9846,-0.0211,0.991
9.282000,-0.1121,0.9846,-0.0220,0.991
9.305000,-0.1116,0.9848,-0.0221,0.991
9.309000,-0.1113,0.9853,-0.0224,0.992
9.314000,-0.1110,0.9854,-0.0233,0.992
9.323000,-0.1102,0.9853,-0.0238,0.992
9.332000,-0.1102,0.9849,-0.0237,0.991
9.342000,-0.1105,0.9846,-0.0242,0.991
9.352000,-0.1108,0.9849,-0.0253,0.991
9.362000,-0.1105,0.9854,-0.0261,0.992
9.372000,-0.1108,0.9858,-0.0259,0.992
9.382000,-0.1114,0.9857,-0.0263,0.992
9.400000,-0.1116,0.9857,-0.0259,0.992
9.407000,-0.1115,0.9855,-0.0255,0.992
9.412000,-0.1104,0.9858,-0.0261,0.992
9.422000,-0.1092,0.9870,-0.0253,0.993
9.432000,-0.1075,0.9875,-0.0243,0.994
9.442000,-0.1069,0.9874,-0.0238,0.993
9.452000,-0.1071,0.9866,-0.0236,0.993
9.461000,-0.1077,0.9857,-0.0233,0.992
9.472000,-0.1087,0.9849,-0.0233,0.991
9.482000,-0.1097,0.9852,-0.0241,0.992
9.508000,-0.1097,0.9852,-0.0243,0.992
9.515000,-0.1107,0.9868,-0.0238,0.993
9.516000,-0.1110,0.9894,-0.0237,0.996
9.529000,-0.1110,0.9894,-0.0230,0.996
9.531000,-0.1118,0.9893,-0.0230,0.996
9.541000,-0.1127,0.9885,-0.0232,0.995
9.553000,-0.1127,0.9879,-0.0230,0.995
9.562000,-0.1125,0.9872,-0.0227,0.994
9.571000,-0.1113,0.9869,-0.0224,0.993
9.582000,-0.1094,0.9869,-0.0222,0.993
9.604000,-0.1085,0.9871,-0.0227,0.993
9.606000,-0.1079,0.9879,-0.0236,0.994
9.612000,-0.1080,0.9887,-0.0244,0.995
9.623000,-0.1082,0.9887,-0.0261,0.995
9.632000,-0.1081,0.9879,-0.0260,0.994
9.642000,-0.1074,0.9868,-0.0250,0.993
9.653000,-0.1068,0.9859,-0.0250,0.992
9.662000,-0.1068,0.9857,-0.0252,0.992
9.672000,-0.1068,0.9858,-0.0246,0.992
9.682000,-0.1069,0.9868,-0.0248,0.993
9.706000,-0.1073,0.9872,-0.0265,0.993
9.714000,-0.1077,0.9875,-0.0264,0.994
9.715000,-0.1082,0.9876,-0.0268,0.994
9.727000,-0.1085,0.9877,-0.0260,0.994
9.733000,-0.1093,0.9874,-0.0253,0.994
9.742000,-0.1096,0.9870,-0.0250,0.993
9.752000,-0.1093,0.9859,-0.0226,0.992
9.763000,-0.1094,0.9852,-0.0208,0.991
9.786000,-0.1104,0.9839,-0.0208,0.990
9.788000,-0.1120,0.9830,-0.0206,0.990
9.792000,-0.1135,0.9826,-0.0214,0.989
9.802000,-0.1145,0.9825,-0.0214,0.989
9.812000,-0.1148,0.9830,-0.0213,0.990
9.822000,-0.1148,0.9836,-0.0217,0.990
9.834000,-0.1147,0.9841,-0.0211,0.991
9.842000,-0.1141,0.9843,-0.0199,0.991
9.852000,-0.1136,0.9846,-0.0191,0.991
9.862000,-0.1131,0.9850,-0.0180,0.992
9.872000,-0.1131,0.9852,-0.0178,0.992
9.905000,-0.1134,0.9855,-0.0187,0.992
9.911000,-0.1135,0.9859,-0.0187,0.993
9.912000,-0.1134,0.9866,-0.0197,0.993
9.913000,-0.1131,0.9879,-0.0216,0.995
9.931000,-0.1125,0.9882,-0.0225,0.995
9.933000,-0.1114,0.9877,-0.0216,0.994
9.942000,-0.1099,0.9870,-0.0208,0.993
9.960000,-0.1090,0.9863,-0.0206,0.992
9.964000,-0.1091,0.9855,-0.0205,0.992
9.973000,-0.1094,0.9846,-0.0211,0.991
10.013000,-0.1097,0.9837,-0.0215,0.990
10.014000,-0.1096,0.9831,-0.0224,0.989
10.015000,-0.1093,0.9824,-0.0220,0.989
10.016000,-0.1086,0.9826,-0.0221,0.989
10.022000,-0.1074,0.9830,-0.0228,0.989
10.034000,-0.1073,0.9833,-0.0228,0.989
10.042000,-0.1073,0.9842,-0.0224,0.990
10.053000,-0.1076,0.9848,-0.0219,0.991
10.062000,-0.1081,0.9853,-0.0216,0.991
10.082000,-0.1092,0.9858,-0.0213,0.992
10.088000,-0.1102,0.9861,-0.0210,0.993
10.092000,-0.1103,0.9868,-0.0206,0.993
10.102000,-0.1107,0.9868,-0.0208,0.993
10.112000,-0.1114,0.9863,-0.0209,0.993
10.122000,-0.1119,0.9863,-0.0213,0.993
10.133000,-0.1125,0.9868,-0.0221,0.993
10.142000,-0.1125,0.9869,-0.0222,0.994
10.152000,-0.1125,0.9870,-0.0225,0.994
10.162000,-0.1113,0.9874,-0.0228,0.994
10.179000,-0.1101,0.9877,-0.0235,0.994
10.191000,-0.1083,0.9876,-0.0238,0.994
10.192000,-0.1071,0.9877,-0.0242,0.994
10.202000,-0.1066,0.9874,-0.0242,0.993
10.212000,-0.1071,0.9859,-0.0236,0.992
10.222000,-0.1075,0.9841,-0.0226,0.990
10.234000,-0.1091,0.9835,-0.0227,0.990
10.242000,-0.1096,0.9842,-0.0238,0.991
10.254000,-0.1093,0.9846,-0.0239,0.991
10.262000,-0.1085,0.9852,-0.0243,0.991
10.290000,-0.1071,0.9869,-0.0241,0.993
10.292000,-0.1057,0.9886,-0.0238,0.995
10.293000,-0.1049,0.9894,-0.0232,0.995
10.302000,-0.1049,0.9881,-0.0219,0.994
10.312000,-0.1058,0.9863,-0.0214,0.992
10.322000,-0.1070,0.9850,-0.0215,0.991
10.333000,-0.1088,0.9853,-0.0221,0.992
10.342000,-0.1107,0.9859,-0.0241,0.992
10.352000,-0.1115,0.9859,-0.0244,0.992
10.362000,-0.1119,0.9861,-0.0243,0.993
10.383000,-0.1112,0.9861,-0.0255,0.993
10.385000,-0.1105,0.9861,-0.0250,0.993
10.396000,-0.1087,0.9865,-0.0248,0.993
10.411000,-0.1074,0.9865,-0.0239,0.993
10.419000,-0.1068,0.9860,-0.0224,0.992
10.426000,-0.1069,0.9855,-0.0222,0.992
10.436000,-0.1076,0.9850,-0.0225,0.991
10.442000,-0.1083,0.9847,-0.0227,0.991
10.453000,-0.1088,0.9849,-0.0230,0.991
10.462000,-0.1085,0.9852,-0.0232,0.991
10.482000,-0.1083,0.9857,-0.0238,0.992
10.484000,-0.1079,0.9855,-0.0235,0.992
10.491000,-0.1074,0.9855,-0.0231,0.992
10.503000,-0.1073,0.9854,-0.0231,0.991
10.512000,-0.1080,0.9852,-0.0227,0.991
10.522000,-0.1087,0.9849,-0.0227,0.991
10.533000,-0.1097,0.9849,-0.0225,0.991
10.542000,-0.1109,0.9852,-0.0232,0.992
10.552000,-0.1119,0.9853,-0.0231,0.992
10.562000,-0.1116,0.9857,-0.0222,0.992
10.592000,-0.1112,0.9860,-0.0217,0.993
10.594000,-0.1104,0.9865,-0.0227,0.993
10.595000,-0.1098,0.9870,-0.0239,0.993
10.608000,-0.1087,0.9870,-0.0241,0.993
10.612000,-0.1087,0.9865,-0.0242,0.993
10.622000,-0.1090,0.9858,-0.0250,0.992
10.633000,-0.1097,0.9853,-0.0254,0.992
10.642000,-0.1098,0.9852,-0.0259,0.992
10.653000,-0.1098,0.9852,-0.0259,0.992
10.662000,-0.1093,0.9853,-0.0258,0.992
10.689000,-0.1093,0.9853,-0.0258,0.992
10.691000,-0.1079,0.9857,-0.0252,0.992
10.696000,-0.1069,0.9857,-0.0250,0.992
10.703000,-0.1069,0.9855,-0.0250,0.992
10.712000,-0.1070,0.9853,-0.0258,0.991
10.722000,-0.1069,0.9849,-0.0254,0.991
10.732000,-0.1064,0.9853,-0.0255,0.991
10.742000,-0.1065,0.9859,-0.0261,0.992
10.752000,-0.1065,0.9866,-0.0263,0.993
10.761000,-0.1064,0.9871,-0.0257,0.993
10.778000,-0.1068,0.9868,-0.0253,0.993
10.782000,-0.1076,0.9860,-0.0257,0.992
10.796000,-0.1083,0.9857,-0.0263,0.992
10.803000,-0.1081,0.9858,-0.0274,0.992
10.812000,-0.1071,0.9858,-0.0275,0.992
10.822000,-0.1065,0.9861,-0.0271,0.992
10.833000,-0.1058,0.9868,-0.0274,0.993
10.842000,-0.1049,0.9870,-0.0270,0.993
