time,gFx,gFy,gFz,TgF,wypadkowa
26.3410,0.3309,-0.9207,-0.2211,1.3,0.65755881
26.3450,0.3389,-0.9138,-0.2067,0.996,0.61089856
26.3500,0.3467,-0.9085,-0.1921,0.991,0.56836521
26.3550,0.3563,-0.9075,-0.1781,0.991,0.53187849
26.3590,0.3616,-0.9097,-0.1654,0.993,0.50908225
26.3640,0.3653,-0.9165,-0.151,0.998,0.49308484
26.3690,0.369,-0.9265,-0.1398,1.7,0.48622729
26.3740,0.3736,-0.9422,-0.129,1.22,0.48664576
26.3800,0.3739,-0.9588,-0.1168,1.36,0.49238289
26.3840,0.3729,-0.9798,-0.1058,1.54,0.50794129
26.3940,0.3687,-10.037,-0.0968,1.74,100735911
26.3950,0.3709,-10.267,-0.0892,1.95,105405504.7
26.4000,0.3753,-10.480,-0.0868,1.117,109824353.1
26.4300,0.3775,-10.690,-0.0846,1.137,114269837.9
26.4300,0.3717,-10.900,-0.0824,1.155,118803693.3
26.4310,0.3724,-11.066,-0.0846,1.171,122449986.5
26.4310,0.3783,-11.183,-0.0943,1.184,125053137.1
26.4310,0.3795,-11.274,-0.1073,1.194,127096938.5
26.4320,0.3773,-11.347,-0.1256,1.202,128748697
26.4350,0.3704,-11.410,-0.1486,1.209,130183038.6
26.4390,0.3616,-11.435,-0.1713,1.211,130754872.9
26.4450,0.3555,-11.425,-0.194,1.212,130526934.8
26.4500,0.3438,-11.391,-0.2121,1.209,129751880.6
26.4550,0.3333,-11.330,-0.227,1.203,128366491.3
26.4590,0.3204,-11.252,-0.2324,1.193,126605523.7
26.4650,0.3091,-11.168,-0.2343,1.182,124722553.3
26.4700,0.302,-11.046,-0.2329,1.169,122012589.4
26.4750,0.2954,-10.912,-0.225,1.153,119070207.6
26.4790,0.2906,-10.768,-0.2187,1.137,115948275.6
26.4850,0.2903,-10.604,-0.2145,1.120,112443208.4
26.4900,0.2913,-10.448,-0.2118,1.105,109159042.8
26.4950,0.2937,-10.287,-0.2043,1.89,105820529.7
26.5010,0.2957,-10.142,-0.1921,1.74,102858062.6
26.5050,0.2984,-10.015,-0.1835,1.61,100297923.6
26.5100,0.3015,-0.9866,-0.1772,1.47,0.74356129
26.5150,0.2962,-0.9737,-0.1696,1.32,0.71757841
26.5210,0.2874,-0.9607,-0.1637,1.16,0.700569
26.5290,0.2796,-0.9517,-0.1625,1.5,0.69655716
26.5380,0.2708,-0.9439,-0.1647,0.996,0.70190884
26.5380,0.2649,-0.9392,-0.1706,0.991,0.71385601
26.5630,0.2603,-0.9378,-0.1737,0.989,0.72454144
26.5640,0.2578,-0.9365,-0.1811,0.988,0.73925604
26.5640,0.2527,-0.9409,-0.1908,0.993,0.772641
26.5650,0.2444,-0.9471,-0.2045,0.999,0.82301184
26.5650,0.239,-0.9541,-0.2226,1.8,0.87928129
26.5650,0.2283,-0.9656,-0.2377,1.2,0.950625
26.5710,0.2163,-0.9783,-0.25,1.33,1.024144
26.5750,0.2072,-0.9876,-0.2585,1.42,1.07931321
26.5800,0.2031,-0.994,-0.2649,1.49,1.11471364
26.5860,0.2004,-0.9988,-0.2661,1.53,1.13316025
26.5910,0.198,-10.023,-0.2663,1.56,100461898.1
26.5950,0.2033,-10.020,-0.2756,1.59,100401848.9
26.6000,0.2099,-0.9996,-0.281,1.59,1.14639849
26.6050,0.2151,-0.9969,-0.2825,1.58,1.13273449
26.6100,0.2165,-0.9927,-0.279,1.54,1.11344704
26.6150,0.2151,-0.9822,-0.2717,1.42,1.07910544
26.6200,0.2114,-0.9683,-0.2617,1.25,1.03754596
26.6250,0.205,-0.9524,-0.2463,1.5,0.98743969
26.6300,0.1963,-0.9353,-0.2299,0.983,0.93876721
26.6350,0.1838,-0.9194,-0.2133,0.962,0.90041121
26.6400,0.1679,-0.9031,-0.1982,0.94,0.87123556
26.6450,0.1559,-0.8852,-0.1852,0.918,0.83631025
26.6500,0.1476,-0.8672,-0.1772,0.897,0.80425024
26.6600,0.1401,-0.8508,-0.1728,0.879,0.78057225
26.6610,0.1337,-0.8354,-0.173,0.864,0.76510009
26.6650,0.1269,-0.8229,-0.1762,0.851,0.76073284
26.6700,0.1208,-0.8137,-0.1811,0.842,0.763876
26.6910,0.1132,-0.8032,-0.1857,0.832,0.76685049
26.6920,0.1037,-0.7922,-0.1869,0.82,0.76632516
26.6920,0.0958,-0.7804,-0.1847,0.808,0.75568249
26.6930,0.0841,-0.7714,-0.1801,0.797,0.75238276
26.6950,0.0763,-0.7616,-0.1779,0.786,0.74511424
26.7010,0.0695,-0.7523,-0.1784,0.776,0.74166544
26.7060,0.0677,-0.7421,-0.1803,0.767,0.73051209
26.7100,0.0697,-0.7311,-0.1852,0.757,0.71673156
26.7160,0.0685,-0.7238,-0.1894,0.751,0.71351809
26.7210,0.0658,-0.7206,-0.195,0.749,0.72216004
26.7250,0.0614,-0.7194,-0.1984,0.749,0.73342096
26.7300,0.058,-0.7167,-0.2013,0.747,0.7396
26.7350,0.0533,-0.7189,-0.2023,0.749,0.75325041
26.7400,0.0516,-0.722,-0.2009,0.751,0.75916369
26.7450,0.0524,-0.7277,-0.1972,0.756,0.76125625
26.7510,0.0572,-0.7335,-0.1952,0.761,0.75951225
26.7570,0.0687,-0.734,-0.1984,0.763,0.74597769
26.7610,0.0856,-0.7316,-0.2075,0.765,0.72846225
26.7660,0.1046,-0.7277,-0.2189,0.767,0.708964
26.7720,0.1234,-0.7213,-0.2353,0.769,0.69422224
26.7750,0.1413,-0.7169,-0.2534,0.773,0.687241
26.7810,0.1603,-0.7128,-0.2744,0.78,0.68376361
26.7850,0.1828,-0.7071,-0.2981,0.789,0.67634176
26.7910,0.2082,-0.701,-0.3237,0.8,0.66667225
26.7960,0.2334,-0.6971,-0.3443,0.812,0.652864
26.8010,0.2605,-0.6966,-0.3619,0.827,0.636804
26.8220,0.293,-0.6974,-0.3765,0.845,0.60980481
26.8230,0.3277,-0.6979,-0.3878,0.863,0.574564
26.8250,0.3614,-0.7013,-0.3875,0.879,0.52911076
26.8260,0.3922,-0.7057,-0.3721,0.889,0.47004736
26.8290,0.4166,-0.713,-0.3455,0.895,0.41203561
26.8400,0.434,-0.7228,-0.3208,0.902,0.37161216
26.8410,0.4506,-0.7345,-0.3159,0.918,0.35976004
26.8420,0.4701,-0.7433,-0.3433,0.944,0.38007225
26.8760,0.4882,-0.7604,-0.4012,0.989,0.45346756
26.8770,0.5026,-0.7892,-0.4852,1.54,0.59567524
26.8770,0.4999,-0.8437,-0.5778,1.138,0.84934656
26.8780,0.4667,-0.9292,-0.6494,1.226,1.23632161
26.8780,0.4103,-10.448,-0.6633,1.304,109165990.8
26.8780,0.3458,-11.784,-0.6247,1.378,138869229.2
26.8780,0.2757,-13.267,-0.5773,1.473,176021291.7
26.8800,0.2006,-14.865,-0.5637,1.602,220979020.1
26.8860,0.1271,-16.524,-0.6076,1.765,273058455.8
26.8920,0.0629,-18.082,-0.6863,1.935,326981269
26.8950,0.0238,-19.265,-0.7347,2.62,371167616.5
26.9010,0.0247,-19.736,-0.699,2.94,389536312.4
26.9050,0.0736,-19.177,-0.5925,2.8,367777231.2
26.9110,0.1511,-17.582,-0.4684,1.826,309137881.6
26.9150,0.2163,-15.336,-0.3553,1.589,235197159.4
26.9210,0.2432,-12.901,-0.2678,1.340,166436435.7
26.9260,0.2265,-10.658,-0.2246,1.112,113592923.5
26.9310,0.1848,-0.8769,-0.2221,0.923,0.83576164
26.9360,0.1349,-0.7264,-0.2395,0.777,0.690561
26.9420,0.0875,-0.6136,-0.2512,0.669,0.60419529
26.9460,0.0494,-0.5388,-0.2333,0.589,0.52229529
26.9510,0.0313,-0.5022,-0.173,0.532,0.41460721
26.9810,0.0414,-0.5002,-0.0775,0.508,0.28761769
26.9820,0.0897,-0.5288,0.0369,0.538,0.16176484
26.9830,0.177,-0.5835,0.1529,0.629,0.06431296
26.9830,0.2866,-0.6563,0.2553,0.76,0.01308736
26.9840,0.3993,-0.7369,0.3298,0.901,6.084E-05
26.9840,0.4982,-0.8127,0.3552,1.17,0.00165649
26.9860,0.573,-0.8769,0.3273,1.97,0.00054756
26.9920,0.6096,-0.9297,0.2492,1.139,0.00502681
26.9960,0.5974,-0.9744,0.1382,1.151,0.05702544
27.0010,0.5517,-10.084,0.0078,1.149,101675772.3
27.0070,0.4953,-10.328,-0.132,1.153,106660079.8
27.0110,0.4303,-10.475,-0.2729,1.165,109722327.5
27.0160,0.367,-10.563,-0.4034,1.189,111577738
27.0210,0.315,-10.589,-0.5028,1.214,112130898.3
27.0260,0.2705,-10.604,-0.5617,1.230,112450991.9
27.0320,0.2373,-10.550,-0.5693,1.222,111309505.3
27.0360,0.218,-10.440,-0.5397,1.195,109000317.2
27.0450,0.208,-10.235,-0.4904,1.154,104761005.8
27.0460,0.1987,-0.9913,-0.4315,1.99,1.49842081
27.0510,0.1887,-0.9475,-0.3711,1.35,1.27667401
27.0580,0.1755,-0.9036,-0.3135,0.972,1.08493056
27.0610,0.1545,-0.8701,-0.2661,0.923,0.96373489
27.0660,0.1247,-0.8574,-0.2275,0.896,0.92198404
27.0850,0.0902,-0.8633,-0.1911,0.889,0.92968164
27.0860,0.056,-0.8811,-0.1557,0.896,0.96196864
27.0870,0.0296,-0.8999,-0.1205,0.908,0.98168464
27.0880,0.0111,-0.915,-0.0855,0.919,0.97891236
27.0920,-0.0004,-0.9219,-0.0513,0.923,0.94789696
27.0970,-0.0114,-0.9226,-0.0206,0.923,0.91126116
27.1060,-0.0244,-0.9275,0.0078,0.928,0.89132481
27.1070,-0.0349,-0.937,0.0276,0.938,0.89170249
27.1310,-0.04,-0.9505,0.0373,0.952,0.90859024
27.1330,-0.0424,-0.9664,0.0351,0.968,0.94809169
27.1330,-0.0376,-0.9825,0.0263,0.984,0.98763844
27.1340,-0.0258,-0.9988,0.0134,0.999,1.02252544
27.1340,-0.0099,-10.162,0.0002,1.16,103266441.1
27.1370,0.0133,-10.340,-0.0176,1.34,106915688.9
27.1420,0.044,-10.499,-0.0342,1.51,110228795.2
27.1470,0.0817,-10.619,-0.0501,1.66,112762489.9
27.1520,0.1234,-10.682,-0.0604,1.77,114103778.1
27.1570,0.1679,-10.721,-0.0675,1.87,114937688.2
27.1610,0.2141,-10.734,-0.0748,1.97,115215765.5
27.1660,0.2637,-10.699,-0.0804,1.105,114464678.8
27.1730,0.3125,-10.653,-0.0855,1.113,113481572.6
27.1860,0.3538,-10.572,-0.0926,1.119,111761661.3
27.1880,0.3841,-10.470,-0.0973,1.119,109614894.5
27.1890,0.4027,-10.357,-0.0987,1.116,107261152
27.2320,0.4083,-10.262,-0.0941,1.108,105302195.5
27.2330,0.4029,-10.194,-0.0904,1.100,103911264.8
27.2330,0.3895,-10.152,-0.0907,1.91,103057037.3
27.2330,0.3736,-10.142,-0.098,1.85,102854573.8
27.2330,0.3587,-10.179,-0.111,1.85,103606998.4
27.2340,0.3458,-10.221,-0.1251,1.86,104464329.5
27.2340,0.337,-10.262,-0.1354,1.89,105304506.4
27.2340,0.334,-10.299,-0.1376,1.91,106065355.6
27.2340,0.3345,-10.348,-0.1325,1.96,107076923.4
27.2360,0.335,-10.362,-0.1205,1.96,107366598.7
27.2420,0.3382,-10.352,-0.1036,1.94,107159046.9
27.2460,0.3426,-10.308,-0.0841,1.9,106249534.8
27.2530,0.3482,-10.221,-0.0616,1.81,104462982.4
27.2580,0.3465,-10.133,-0.0364,1.71,102671404.6
27.2610,0.3472,-10.003,-0.014,1.59,100053343.1
27.2670,0.3421,-0.9861,0.0034,1.44,0.41036836
27.2720,0.3216,-0.9805,0.0354,1.33,0.38875225
27.2770,0.3077,-0.9739,0.0603,1.23,0.36711481
27.2820,0.2957,-0.9659,0.0527,1.11,0.38130625
27.2860,0.2886,-0.9568,0.0305,1,0.40666129
27.3000,0.2842,-0.9495,0.0002,0.991,0.44235801
27.3020,0.284,-0.9444,-0.0401,0.987,0.49070025
27.3020,0.2906,-0.9431,-0.0865,0.991,0.546121
27.3450,0.302,-0.9439,-0.1263,0.999,0.59013124
27.3470,0.3089,-0.9466,-0.1542,1.8,0.62710561
27.3480,0.3094,-0.9515,-0.1647,1.14,0.65092624
27.3480,0.3067,-0.9607,-0.1588,1.21,0.66064384
27.3490,0.2923,-0.9795,-0.1427,1.32,0.68873401
27.3490,0.2637,-10.052,-0.1114,1.45,101039642.2
27.3500,0.2287,-10.311,-0.055,1.58,106313139
27.3500,0.1953,-10.548,0.0005,1.73,111256173.4
27.3500,0.1755,-10.653,0.0417,1.8,113481781.4
27.3520,0.1664,-10.570,0.0813,1.73,111719663.7
27.3580,0.1611,-10.382,0.1316,1.59,107779846.5
27.3620,0.1508,-10.184,0.1795,1.45,103707128.6
27.3660,0.1349,-0.9979,0.2167,1.3,0.41770369
27.3720,0.1222,-0.9771,0.2369,1.13,0.381924
27.3770,0.1166,-0.958,0.2474,0.996,0.352836
27.3820,0.1122,-0.9444,0.2479,0.983,0.34140649
27.3860,0.1129,-0.9356,0.2413,0.973,0.33802596
27.3960,0.1071,-0.9353,0.2333,0.97,0.35390601
27.3980,0.0949,-0.9439,0.2191,0.974,0.39677401
27.4020,0.0807,-0.958,0.1886,0.98,0.47430769
27.4280,0.0739,-0.9712,0.1475,0.985,0.56220004
27.4290,0.0758,-0.9791,0.095,0.987,0.65334889
27.4290,0.089,-0.9773,0.0347,0.982,0.72863296
27.4290,0.1129,-0.9554,-0.0142,0.962,0.73393489
27.4300,0.1474,-0.9317,-0.0667,0.946,0.724201
27.4320,0.1879,-0.9038,-0.1151,0.93,0.690561
27.4370,0.2287,-0.8706,-0.153,0.913,0.63186601
27.4420,0.2637,-0.8376,-0.1823,0.897,0.57183844
27.4470,0.2928,-0.8083,-0.2094,0.885,0.52548001
27.4510,0.3155,-0.7914,-0.2404,0.885,0.51308569
27.4570,0.334,-0.7885,-0.2847,0.902,0.54641664
27.4610,0.3445,-0.8029,-0.3482,0.941,0.65060356
27.4660,0.3492,-0.8288,-0.4212,0.993,0.81144064
27.4720,0.345,-0.8601,-0.5033,1.55,1.03713856
27.4770,0.3357,-0.8936,-0.579,1.116,1.29254161
27.4820,0.325,-0.9251,-0.6257,1.163,1.50258564
27.4870,0.3113,-0.9471,-0.6299,1.179,1.60199649
27.5030,0.2989,-0.9554,-0.5883,1.161,1.54952704
27.5040,0.2925,-0.9483,-0.5094,1.115,1.35769104
27.5040,0.2901,-0.9246,-0.411,1.53,1.09307025
27.5470,0.293,-0.8899,-0.3098,0.987,0.82210489
27.5480,0.2979,-0.8469,-0.2246,0.925,0.59845696
27.5490,0.3023,-0.8017,-0.1725,0.874,0.45144961
27.5490,0.3015,-0.7643,-0.1581,0.837,0.38551681
27.5500,0.2864,-0.7435,-0.1745,0.816,0.39891856
27.5510,0.2642,-0.7374,-0.215,0.812,0.47361924
27.5510,0.2444,-0.7484,-0.2671,0.831,0.59459521
27.5520,0.2414,-0.7802,-0.3237,0.879,0.74390625
27.5520,0.2671,-0.8356,-0.3726,0.953,0.88566921
27.5530,0.3365,-0.9114,-0.397,1.5,0.94458961
27.5570,0.4296,-10.076,-0.3853,1.161,101524883.3
27.5610,0.5143,-11.230,-0.3333,1.279,126108834.8
27.5660,0.5981,-12.537,-0.2805,1.417,157168405.6
27.5720,0.6824,-13.946,-0.238,1.571,194478521
27.5760,0.7601,-15.385,-0.1913,1.727,236680723.3
27.5820,0.8195,-16.807,-0.1459,1.876,282452607.1
27.5870,0.8532,-18.131,-0.0902,2.6,328705493.7
27.5930,0.8632,-19.243,-0.011,2.109,370260252
27.5960,0.842,-20.051,0.0869,2.176,402005351.1
27.6020,0.7782,-20.462,0.1768,2.196,418654362.5
27.6080,0.6829,-20.462,0.2445,2.171,418655491.9
27.6120,0.5813,-20.218,0.2917,2.124,408732224.1
27.6170,0.4762,-19.998,0.3386,2.83,399887415.9
27.6220,0.3685,-19.883,0.3953,2.6,395303316.3
27.6270,0.2659,-19.819,0.4551,2.51,392764182.5
27.6320,0.1813,-19.739,0.4988,2.44,389601272.5
27.6370,0.1105,-19.653,0.5242,2.37,386215461.9
27.6500,0.0401,-19.624,0.5435,2.37,385078471.2
27.6510,-0.0356,-19.563,0.5646,2.36,382690271.6
27.6530,-0.1062,-19.316,0.5729,2.18,373089826.7
27.6980,-0.1516,-18.774,0.5421,1.960,352448413.7
27.7000,-0.1724,-17.963,0.4747,1.866,322658508.7
27.7000,-0.1763,-16.917,0.3632,1.739,286178565.5
27.7010,-0.1702,-15.771,0.2081,1.600,248723245.6
27.7010,-0.1592,-14.616,0.0383,1.471,213630990.2
27.7020,-0.1463,-13.553,-0.1112,1.368,183690788.9
27.7020,-0.135,-12.639,-0.216,1.289,159753193.7
27.7030,-0.1282,-11.877,-0.2676,1.224,141072531
27.7030,-0.1277,-11.198,-0.2722,1.159,125404160.3
27.7040,-0.1297,-10.580,-0.2358,1.92,111944134.1
27.7100,-0.1321,-10.023,-0.1742,1.26,100466669.2
27.7130,-0.1328,-0.9573,-0.1053,0.972,1.42898116
27.7180,-0.1262,-0.9121,-0.0313,0.921,1.14404416
27.7220,-0.1228,-0.8659,0.0334,0.875,0.91259809
27.7270,-0.115,-0.8266,0.0879,0.839,0.72880369
27.7330,-0.103,-0.7924,0.1307,0.81,0.58476609
27.7370,-0.0889,-0.7628,0.1617,0.785,0.4761
27.7470,-0.0801,-0.7384,0.1751,0.763,0.41396356
27.7480,-0.0779,-0.7157,0.1658,0.739,0.39413284
27.7530,-0.0713,-0.6983,0.1334,0.715,0.40475044
27.7860,-0.071,-0.6886,0.0896,0.698,0.4489
27.7880,-0.0796,-0.6844,0.0447,0.69,0.51739249
27.7890,-0.0974,-0.6908,0.0171,0.698,0.59459521
27.7890,-0.1157,-0.7018,0.0119,0.711,0.64899136
27.7900,-0.1279,-0.7152,0.0117,0.727,0.69122596
27.7900,-0.1328,-0.7306,0.0244,0.743,0.703921
27.7910,-0.1311,-0.7426,0.0549,0.756,0.67043344
27.7950,-0.1167,-0.7494,0.0955,0.764,0.59382436
27.7970,-0.0915,-0.7489,0.1341,0.766,0.49885969
27.8040,-0.0564,-0.7433,0.158,0.762,0.41177889
27.8090,-0.0214,-0.7326,0.1698,0.752,0.34128964
27.8120,0.016,-0.7174,0.1688,0.737,0.28366276
27.8180,0.0431,-0.6971,0.1573,0.716,0.24671089
27.8230,0.0651,-0.6712,0.1451,0.69,0.212521
27.8280,0.0773,-0.6426,0.1309,0.66,0.18870336
27.8330,0.0963,-0.6094,0.1167,0.628,0.15713296
27.8380,0.1076,-0.5767,0.1016,0.595,0.13505625
27.8440,0.1142,-0.5435,0.0862,0.562,0.11771761
27.8480,0.1147,-0.5105,0.0662,0.527,0.10863616
27.8550,0.1139,-0.4795,0.0432,0.495,0.10394176
27.8590,0.1144,-0.4492,0.0176,0.464,0.10061584
27.8630,0.119,-0.4223,-0.0076,0.439,0.09665881
27.8690,0.1244,-0.3993,-0.0301,0.419,0.093025
27.8730,0.1286,-0.3803,-0.0472,0.404,0.08934121
27.8780,0.134,-0.3678,-0.0592,0.396,0.085849
27.8830,0.1401,-0.3585,-0.0689,0.391,0.08254129
27.8890,0.1479,-0.3568,-0.0777,0.394,0.08213956
27.9040,0.1576,-0.3639,-0.0868,0.406,0.08590761
27.9050,0.1701,-0.3788,-0.1031,0.428,0.09721924
27.9060,0.1828,-0.4001,-0.1256,0.457,0.11758041
27.9470,0.1967,-0.4281,-0.1542,0.496,0.14868736
27.9490,0.2143,-0.4619,-0.1923,0.544,0.19351201
27.9490,0.2344,-0.5017,-0.2424,0.604,0.25979409
27.9500,0.2585,-0.5454,-0.3057,0.677,0.35117476
27.9500,0.282,-0.5943,-0.3824,0.761,0.48260809
27.9510,0.2979,-0.6468,-0.4711,0.854,0.6724
27.9510,0.3079,-0.703,-0.5605,0.95,0.91317136
27.9520,0.314,-0.7599,-0.6411,1.43,1.181569
27.9520,0.3182,-0.8156,-0.7105,1.127,1.45902241
27.9530,0.3213,-0.8677,-0.7764,1.208,1.74979984
27.9590,0.3228,-0.9138,-0.8395,1.282,2.04633025
27.9630,0.3121,-0.9588,-0.8962,1.349,2.38054041
27.9690,0.2847,-10.015,-0.9404,1.403,100313359.1
27.9730,0.248,-10.416,-0.9685,1.444,108508066
27.9780,0.2136,-10.751,-0.9799,1.470,115600478.6
27.9830,0.1843,-11.010,-0.9799,1.485,121237619.7
27.9880,0.1616,-11.176,-0.9663,1.486,124920963.3
27.9940,0.1415,-11.244,-0.9382,1.471,126445452.8
27.9980,0.123,-11.244,-0.8964,1.443,126444928.8
28.0030,0.1002,-11.166,-0.8529,1.409,124696365.9
28.0200,0.0753,-11.002,-0.8087,1.368,121060142.3
28.0210,0.0443,-10.773,-0.7645,1.322,116073046.9
28.0220,0.0057,-10.589,-0.7161,1.278,112141966.4
28.0640,-0.0319,-10.455,-0.6638,1.239,109321572.6
28.0650,-0.0725,-10.372,-0.6093,1.205,107592527.7
28.0660,-0.1184,-10.350,-0.5566,1.181,107136473
28.0660,-0.167,-10.367,-0.5065,1.166,107488653.8
28.0670,-0.2176,-10.443,-0.4532,1.159,109070259.8
28.0680,-0.2638,-10.541,-0.397,1.157,111126612.4
28.0680,-0.2994,-10.670,-0.3355,1.158,113862449.2
28.0690,-0.3263,-10.878,-0.2661,1.166,118343772.6
28.0690,-0.3432,-11.215,-0.1901,1.188,125788187.2
28.0700,-0.3537,-11.728,-0.1263,1.231,137557243.1
28.0740,-0.3627,-12.463,-0.0975,1.302,155337840.2
28.0780,-0.3774,-13.409,-0.1034,1.397,179814175.3
28.0840,-0.3901,-14.503,-0.1288,1.507,210352060.5
28.0890,-0.404,-15.757,-0.1603,1.635,248300832.7
28.0940,-0.4333,-17.217,-0.2004,1.787,296446910.2
28.0990,-0.4773,-18.876,-0.2629,1.965,356331320.6
28.1030,-0.5191,-20.489,-0.356,2.143,419834981.6
28.1100,-0.534,-21.708,-0.4747,2.285,471281058.7
28.1130,-0.492,-22.055,-0.5903,2.336,486470766.4
28.1190,-0.3889,-21.021,-0.6948,2.248,441928003.1
28.1240,-0.2516,-18.649,-0.7586,2.29,347822880.5
28.1290,-0.1367,-15.874,-0.6682,1.728,252009430.6
28.1340,-0.0674,-13.414,-0.4447,1.415,179949134.9
28.1390,-0.0283,-11.325,-0.2004,1.150,128260805.1
28.1520,-0.0087,-0.9622,0.0061,0.962,0.93083904
28.1540,-0.0007,-0.8229,0.1497,0.836,0.45414121
28.1540,0.0057,-0.712,0.2379,0.751,0.21939856
28.1940,0.0084,-0.6253,0.2895,0.689,0.10719076
28.1950,0.0064,-0.5603,0.3198,0.645,0.05480281
28.1960,0.0054,-0.5163,0.3342,0.615,0.03122289
28.1970,0.0094,-0.4907,0.3354,0.594,0.02128681
28.1970,0.0133,-0.4821,0.3308,0.585,0.019044
28.1980,0.0243,-0.489,0.329,0.59,0.01841449
28.1980,0.0497,-0.5132,0.3222,0.608,0.01996569
28.1990,0.0802,-0.562,0.3068,0.645,0.030625
28.1990,0.1083,-0.6365,0.2863,0.706,0.05851561
28.2040,0.1318,-0.7242,0.2658,0.783,0.10666756
28.2100,0.152,-0.8207,0.2457,0.87,0.178929
28.2140,0.1689,-0.9219,0.2303,0.965,0.27321529
28.2190,0.1848,-10.223,0.2189,1.62,104501475.1
28.2240,0.2033,-11.134,0.2101,1.151,123956750.6
28.2290,0.2197,-11.892,0.1976,1.225,141409739.1
28.2340,0.2302,-12.434,0.1778,1.277,154594210
28.2390,0.2346,-12.766,0.1436,1.306,162961099.9
28.2600,0.2375,-12.874,0.1016,1.313,165731145
28.2640,0.24,-12.771,0.0584,1.301,163090819.4
28.2650,0.2441,-12.495,0.0224,1.273,156118365.2
28.2650,0.2517,-12.031,-0.0022,1.229,144738957.6
28.3230,0.2571,-11.432,-0.0123,1.172,130685027
28.3230,0.26,-10.763,-0.0105,1.107,115836798.3
28.3240,0.2595,-10.106,0.0012,1.43,102125966.8
28.3240,0.2559,-0.9539,0.0183,0.988,0.46199209
28.3240,0.2444,-0.9094,0.0305,0.942,0.40259025
28.3240,0.2241,-0.8816,0.0425,0.911,0.378225
28.3250,0.1975,-0.8679,0.0571,0.892,0.37613689
28.3250,0.1713,-0.8686,0.0728,0.888,0.39000025
28.3250,0.1464,-0.8823,0.0886,0.899,0.41899729
28.3250,0.1259,-0.9048,0.1055,0.92,0.45346756
28.3260,0.1139,-0.9273,0.1116,0.941,0.49252324
28.3260,0.1046,-0.9502,0.1111,0.962,0.53949025
28.3260,0.0956,-0.9773,0.1045,0.988,0.60403984
28.3290,0.0819,-10.101,0.0483,1.15,102027570.7
28.3330,0.0658,-10.484,-0.0399,1.51,109913712.9
28.3390,0.0616,-10.856,-0.13,1.95,117854221.1
28.3440,0.078,-11.139,-0.2175,1.138,124080428.8
28.3520,0.1103,-11.271,-0.3037,1.173,127039800.7
28.3530,0.152,-11.327,-0.3631,1.199,128305711.3
28.3620,0.1906,-11.322,-0.3838,1.211,128192058.9
28.3630,0.2199,-11.298,-0.3621,1.207,127648017.2
28.3690,0.237,-11.164,-0.2996,1.180,124636293.7
28.3740,0.2417,-10.846,-0.2099,1.131,117635026.2
28.3850,0.2319,-10.487,-0.1117,1.8,109974647.9
28.3850,0.2112,-10.164,-0.011,1.38,103302826.4
28.3880,0.184,-0.9908,0.0747,1.1,0.53597041
28.3940,0.1601,-0.9693,0.1431,0.993,0.44368921
28.3980,0.1423,-0.9475,0.2022,0.979,0.363609
28.4030,0.1386,-0.9199,0.2448,0.962,0.28783225
28.4090,0.1471,-0.8923,0.268,0.943,0.22771984
28.4130,0.1567,-0.8745,0.277,0.931,0.19430464
28.4180,0.1679,-0.8703,0.2765,0.929,0.18139081
28.4230,0.1835,-0.8728,0.2692,0.932,0.17648401
28.4290,0.2011,-0.8835,0.2543,0.941,0.18326961
28.4340,0.2148,-0.8984,0.2296,0.952,0.206116
28.4390,0.2243,-0.9177,0.1952,0.965,0.24820324
28.4440,0.228,-0.9383,0.1529,0.978,0.31069476
28.4490,0.2246,-0.9585,0.1075,0.99,0.39237696
28.4540,0.2092,-0.9778,0.0684,1.2,0.49028004
28.4610,0.1845,-0.992,0.0442,1.1,0.58262689
28.4640,0.1557,-10.008,0.0393,1.14,100156160.9
28.4690,0.1237,-10.052,0.0503,1.14,101039205.9
28.4740,0.0922,-10.050,0.0737,1.12,100999165.4
28.4800,0.0643,-0.9984,0.1033,1.6,0.69022864
28.4850,0.0406,-0.9876,0.1348,0.998,0.65966884
28.4890,0.0213,-0.9766,0.1673,0.991,0.620944
28.5050,0.0098,-0.9666,0.1976,0.987,0.57638464
28.5100,0.0018,-0.9602,0.2247,0.986,0.53831569
28.5110,-0.0058,-0.9573,0.2452,0.988,0.51538041
28.5110,-0.0114,-0.9576,0.2594,0.992,0.50353216
28.5470,-0.0175,-0.9578,0.2667,0.994,0.50211396
28.5490,-0.0207,-0.9576,0.2677,0.994,0.50495236
28.5500,-0.0207,-0.9551,0.2675,0.992,0.50168889
28.5500,-0.0173,-0.949,0.2636,0.985,0.49378729
28.5510,-0.0068,-0.9378,0.2536,0.971,0.477481
28.5510,0.0064,-0.9177,0.2325,0.947,0.46076944
28.5520,0.0172,-0.8926,0.204,0.916,0.45077796
28.5520,0.0216,-0.8667,0.1707,0.884,0.45481536
28.5540,0.016,-0.8427,0.1375,0.854,0.47499664
28.5600,0.002,-0.8176,0.0982,0.823,0.51466276
28.5640,-0.0136,-0.7924,0.0537,0.794,0.56595529
28.5690,-0.0251,-0.7675,0.0129,0.768,0.60793209
28.5740,-0.031,-0.7475,-0.0193,0.748,0.63648484
28.5800,-0.0224,-0.7365,-0.0408,0.738,0.63952009
28.5850,0.0028,-0.7372,-0.0462,0.739,0.60933636
