time,gFx,gFy,gFz,TgF
12.725000,-0.0561,0.9656,0.2130,0.990
12.735000,-0.0569,0.9660,0.2167,0.992
12.745000,-0.0574,0.9664,0.2199,0.993
12.755000,-0.0579,0.9661,0.2209,0.993
12.765000,-0.0578,0.9653,0.2195,0.992
12.775000,-0.0558,0.9639,0.2165,0.989
12.786000,-0.0526,0.9624,0.2132,0.987
12.809000,-0.0513,0.9626,0.2116,0.987
12.810000,-0.0525,0.9634,0.2124,0.988
12.815000,-0.0546,0.9639,0.2147,0.989
12.826000,-0.0574,0.9649,0.2179,0.991
12.834000,-0.0601,0.9655,0.2211,0.992
12.844000,-0.0625,0.9661,0.2238,0.994
12.855000,-0.0625,0.9661,0.2262,0.994
12.865000,-0.0590,0.9666,0.2273,0.995
12.874000,-0.0541,0.9666,0.2260,0.994
12.884000,-0.0512,0.9675,0.2233,0.994
12.913000,-0.0512,0.9679,0.2233,0.995
12.915000,-0.0498,0.9681,0.2202,0.994
12.916000,-0.0506,0.9681,0.2179,0.994
12.933000,-0.0515,0.9688,0.2171,0.994
12.935000,-0.0523,0.9692,0.2177,0.995
12.945000,-0.0525,0.9695,0.2196,0.995
12.955000,-0.0525,0.9694,0.2217,0.996
12.965000,-0.0514,0.9692,0.2221,0.996
12.975000,-0.0504,0.9692,0.2211,0.995
12.985000,-0.0486,0.9693,0.2202,0.995
13.024000,-0.0480,0.9690,0.2205,0.995
13.028000,-0.0492,0.9690,0.2209,0.995
13.029000,-0.0518,0.9688,0.2211,0.995
13.030000,-0.0542,0.9684,0.2209,0.995
13.054000,-0.0558,0.9683,0.2204,0.995
13.059000,-0.0561,0.9682,0.2194,0.994
13.061000,-0.0537,0.9681,0.2177,0.994
13.065000,-0.0496,0.9679,0.2155,0.993
13.075000,-0.0476,0.9681,0.2138,0.993
13.104000,-0.0490,0.9681,0.2138,0.993
13.105000,-0.0520,0.9678,0.2156,0.993
13.106000,-0.0535,0.9672,0.2188,0.993
13.114000,-0.0537,0.9675,0.2210,0.994
13.125000,-0.0535,0.9681,0.2207,0.994
13.138000,-0.0534,0.9679,0.2180,0.994
13.145000,-0.0536,0.9668,0.2136,0.992
13.155000,-0.0529,0.9657,0.2101,0.990
13.165000,-0.0511,0.9650,0.2077,0.988
13.174000,-0.0511,0.9644,0.2060,0.987
13.184000,-0.0544,0.9642,0.2058,0.987
13.209000,-0.0579,0.9644,0.2070,0.988
13.211000,-0.0605,0.9654,0.2101,0.990
13.214000,-0.0613,0.9667,0.2146,0.992
13.225000,-0.0612,0.9681,0.2183,0.994
13.236000,-0.0612,0.9693,0.2202,0.996
13.244000,-0.0605,0.9700,0.2221,0.997
13.255000,-0.0572,0.9705,0.2233,0.998
13.265000,-0.0539,0.9711,0.2233,0.998
13.274000,-0.0531,0.9716,0.2229,0.998
13.298000,-0.0541,0.9720,0.2246,0.999
13.303000,-0.0553,0.9715,0.2273,0.999
13.305000,-0.0578,0.9709,0.2296,0.999
13.314000,-0.0611,0.9699,0.2309,0.999
13.324000,-0.0638,0.9692,0.2315,0.998
13.336000,-0.0630,0.9682,0.2315,0.997
13.344000,-0.0606,0.9677,0.2300,0.997
13.355000,-0.0589,0.9672,0.2284,0.996
13.365000,-0.0561,0.9664,0.2261,0.994
13.374000,-0.0541,0.9660,0.2246,0.993
13.385000,-0.0533,0.9665,0.2244,0.994
13.394000,-0.0523,0.9666,0.2244,0.994
13.421000,-0.0522,0.9664,0.2235,0.993
13.423000,-0.0528,0.9661,0.2218,0.993
13.424000,-0.0530,0.9661,0.2209,0.992
13.437000,-0.0528,0.9659,0.2213,0.992
13.445000,-0.0502,0.9657,0.2221,0.992
13.455000,-0.0483,0.9654,0.2232,0.992
13.465000,-0.0467,0.9670,0.2242,0.994
13.474000,-0.0442,0.9686,0.2240,0.995
13.486000,-0.0421,0.9697,0.2234,0.996
13.495000,-0.0420,0.9706,0.2216,0.996
13.524000,-0.0434,0.9709,0.2198,0.996
13.526000,-0.0452,0.9714,0.2189,0.997
13.527000,-0.0467,0.9717,0.2196,0.997
13.541000,-0.0485,0.9721,0.2210,0.998
13.545000,-0.0493,0.9727,0.2235,0.999
13.556000,-0.0513,0.9731,0.2272,1.001
13.565000,-0.0536,0.9729,0.2296,1.001
13.574000,-0.0553,0.9725,0.2317,1.001
13.587000,-0.0570,0.9714,0.2321,1.000
13.595000,-0.0578,0.9697,0.2314,0.999
13.621000,-0.0589,0.9683,0.2298,0.997
13.624000,-0.0605,0.9673,0.2293,0.996
13.625000,-0.0619,0.9665,0.2292,0.995
13.642000,-0.0633,0.9659,0.2288,0.995
13.645000,-0.0646,0.9655,0.2289,0.994
13.655000,-0.0627,0.9657,0.2277,0.994
13.665000,-0.0589,0.9667,0.2255,0.994
13.675000,-0.0541,0.9675,0.2221,0.994
13.686000,-0.0500,0.9675,0.2182,0.993
13.695000,-0.0486,0.9673,0.2166,0.992
13.705000,-0.0492,0.9671,0.2184,0.993
13.715000,-0.0507,0.9665,0.2212,0.993
13.754000,-0.0533,0.9657,0.2233,0.993
13.757000,-0.0550,0.9649,0.2242,0.992
13.758000,-0.0559,0.9642,0.2240,0.991
13.760000,-0.0550,0.9634,0.2228,0.990
13.765000,-0.0528,0.9628,0.2206,0.989
13.780000,-0.0511,0.9627,0.2182,0.988
13.794000,-0.0518,0.9632,0.2179,0.989
13.796000,-0.0525,0.9637,0.2207,0.990
13.807000,-0.0528,0.9643,0.2256,0.992
13.815000,-0.0535,0.9646,0.2290,0.993
13.851000,-0.0546,0.9640,0.2300,0.993
13.852000,-0.0562,0.9631,0.2283,0.991
13.854000,-0.0562,0.9623,0.2263,0.990
13.856000,-0.0534,0.9623,0.2243,0.990
13.864000,-0.0512,0.9629,0.2216,0.989
13.875000,-0.0489,0.9634,0.2190,0.989
13.886000,-0.0468,0.9637,0.2169,0.989
13.894000,-0.0453,0.9650,0.2172,0.990
13.905000,-0.0454,0.9661,0.2191,0.992
13.914000,-0.0474,0.9661,0.2212,0.992
13.932000,-0.0503,0.9654,0.2233,0.992
13.935000,-0.0523,0.9650,0.2245,0.992
13.944000,-0.0539,0.9648,0.2246,0.992
13.954000,-0.0525,0.9643,0.2234,0.991
13.964000,-0.0492,0.9639,0.2213,0.990
13.974000,-0.0472,0.9639,0.2211,0.990
13.985000,-0.0484,0.9648,0.2229,0.991
13.995000,-0.0512,0.9670,0.2282,0.995
14.005000,-0.0539,0.9681,0.2343,0.997
14.014000,-0.0551,0.9694,0.2389,1.000
14.036000,-0.0551,0.9694,0.2389,1.000
14.037000,-0.0540,0.9708,0.2409,1.002
14.044000,-0.0522,0.9712,0.2404,1.002
14.057000,-0.0501,0.9714,0.2384,1.001
14.064000,-0.0478,0.9714,0.2366,1.001
14.074000,-0.0453,0.9710,0.2343,1.000
14.084000,-0.0446,0.9703,0.2315,0.998
14.094000,-0.0468,0.9705,0.2304,0.999
14.105000,-0.0492,0.9703,0.2316,0.999
14.115000,-0.0511,0.9705,0.2337,1.000
14.137000,-0.0522,0.9706,0.2349,1.000
14.143000,-0.0517,0.9699,0.2343,0.999
14.144000,-0.0503,0.9690,0.2320,0.998
14.156000,-0.0476,0.9679,0.2283,0.996
14.164000,-0.0437,0.9665,0.2242,0.993
14.174000,-0.0419,0.9654,0.2209,0.991
14.185000,-0.0429,0.9643,0.2206,0.990
14.195000,-0.0446,0.9638,0.2254,0.991
14.204000,-0.0492,0.9633,0.2298,0.992
14.215000,-0.0534,0.9631,0.2316,0.992
14.236000,-0.0564,0.9621,0.2323,0.991
14.241000,-0.0563,0.9622,0.2325,0.991
14.244000,-0.0561,0.9615,0.2320,0.991
14.257000,-0.0547,0.9605,0.2299,0.989
14.264000,-0.0540,0.9606,0.2292,0.989
14.274000,-0.0536,0.9613,0.2296,0.990
14.284000,-0.0541,0.9623,0.2301,0.991
14.295000,-0.0563,0.9629,0.2315,0.992
14.314000,-0.0589,0.9631,0.2327,0.993
14.316000,-0.0612,0.9628,0.2329,0.992
14.324000,-0.0628,0.9627,0.2323,0.992
14.334000,-0.0618,0.9627,0.2304,0.992
14.344000,-0.0580,0.9626,0.2284,0.991
14.355000,-0.0544,0.9629,0.2263,0.991
14.364000,-0.0530,0.9637,0.2257,0.991
14.375000,-0.0540,0.9642,0.2274,0.992
14.385000,-0.0557,0.9643,0.2300,0.993
14.395000,-0.0558,0.9640,0.2325,0.993
14.431000,-0.0552,0.9639,0.2328,0.993
14.434000,-0.0550,0.9638,0.2307,0.993
14.436000,-0.0558,0.9646,0.2282,0.993
14.436000,-0.0511,0.9654,0.2271,0.993
14.445000,-0.0451,0.9660,0.2272,0.993
14.455000,-0.0421,0.9664,0.2279,0.994
14.465000,-0.0437,0.9667,0.2290,0.994
14.474000,-0.0448,0.9659,0.2310,0.994
14.484000,-0.0493,0.9653,0.2331,0.994
14.495000,-0.0541,0.9654,0.2325,0.994
14.519000,-0.0567,0.9654,0.2309,0.994
14.520000,-0.0552,0.9657,0.2289,0.994
14.527000,-0.0518,0.9664,0.2273,0.994
14.541000,-0.0502,0.9665,0.2266,0.994
14.544000,-0.0504,0.9664,0.2266,0.994
14.554000,-0.0515,0.9655,0.2274,0.993
14.566000,-0.0534,0.9649,0.2293,0.993
14.575000,-0.0558,0.9645,0.2309,0.993
14.584000,-0.0585,0.9642,0.2314,0.993
14.595000,-0.0595,0.9639,0.2307,0.993
14.620000,-0.0588,0.9642,0.2304,0.993
14.621000,-0.0588,0.9644,0.2304,0.993
14.624000,-0.0592,0.9640,0.2317,0.993
14.641000,-0.0605,0.9638,0.2331,0.993
14.645000,-0.0616,0.9635,0.2345,0.994
14.654000,-0.0603,0.9631,0.2353,0.993
14.666000,-0.0568,0.9624,0.2337,0.992
14.675000,-0.0529,0.9624,0.2304,0.991
14.684000,-0.0508,0.9626,0.2261,0.990
14.695000,-0.0517,0.9621,0.2233,0.989
14.719000,-0.0548,0.9617,0.2238,0.989
14.720000,-0.0567,0.9616,0.2253,0.989
14.728000,-0.0585,0.9621,0.2255,0.990
14.741000,-0.0592,0.9626,0.2268,0.991
14.744000,-0.0602,0.9627,0.2273,0.991
14.755000,-0.0605,0.9638,0.2283,0.992
14.769000,-0.0583,0.9650,0.2305,0.994
14.775000,-0.0559,0.9661,0.2318,0.995
14.785000,-0.0556,0.9668,0.2323,0.996
14.795000,-0.0559,0.9679,0.2325,0.997
14.819000,-0.0548,0.9695,0.2328,0.999
14.823000,-0.0540,0.9701,0.2327,0.999
14.826000,-0.0550,0.9700,0.2320,0.999
14.835000,-0.0568,0.9704,0.2304,0.999
14.844000,-0.0585,0.9706,0.2300,0.999
14.855000,-0.0597,0.9703,0.2290,0.999
14.873000,-0.0612,0.9698,0.2278,0.998
14.876000,-0.0625,0.9690,0.2278,0.997
14.885000,-0.0618,0.9682,0.2279,0.997
14.895000,-0.0606,0.9678,0.2281,0.996
14.924000,-0.0597,0.9675,0.2278,0.996
14.925000,-0.0600,0.9671,0.2265,0.995
14.926000,-0.0613,0.9676,0.2254,0.995
14.935000,-0.0641,0.9684,0.2253,0.996
14.945000,-0.0673,0.9686,0.2251,0.997
14.955000,-0.0699,0.9683,0.2249,0.997
14.967000,-0.0719,0.9679,0.2240,0.996
14.975000,-0.0746,0.9675,0.2222,0.995
14.985000,-0.0771,0.9672,0.2221,0.995
14.995000,-0.0759,0.9667,0.2224,0.995
15.028000,-0.0754,0.9665,0.2216,0.994
15.031000,-0.0778,0.9670,0.2194,0.995
15.032000,-0.0810,0.9684,0.2173,0.996
15.036000,-0.0843,0.9694,0.2168,0.997
15.045000,-0.0873,0.9699,0.2162,0.998
15.058000,-0.0922,0.9708,0.2168,0.999
15.068000,-0.0982,0.9719,0.2189,1.001
15.075000,-0.1020,0.9726,0.2201,1.002
15.086000,-0.1031,0.9737,0.2190,1.003
15.095000,-0.1013,0.9749,0.2144,1.003
15.113000,-0.0986,0.9750,0.2084,1.002
15.121000,-0.0986,0.9750,0.2039,1.001
15.124000,-0.0964,0.9750,0.2013,1.000
15.134000,-0.0964,0.9743,0.2013,1.000
15.145000,-0.1027,0.9720,0.2045,0.999
15.155000,-0.1059,0.9721,0.2070,1.000
15.164000,-0.1059,0.9721,0.2070,1.000
15.174000,-0.1083,0.9725,0.2089,1.001
15.184000,-0.1080,0.9722,0.2107,1.001
15.195000,-0.1049,0.9723,0.2116,1.001
15.204000,-0.1005,0.9736,0.2122,1.001
15.227000,-0.0989,0.9734,0.2112,1.001
15.228000,-0.1003,0.9729,0.2103,1.000
15.248000,-0.1036,0.9720,0.2102,1.000
15.250000,-0.1062,0.9709,0.2121,0.999
15.254000,-0.1057,0.9699,0.2143,0.999
15.264000,-0.1030,0.9695,0.2172,0.999
15.274000,-0.0966,0.9694,0.2200,0.999
15.284000,-0.0876,0.9689,0.2191,0.997
15.294000,-0.0832,0.9682,0.2145,0.995
15.304000,-0.0827,0.9673,0.2091,0.993
15.339000,-0.0836,0.9651,0.2053,0.990
15.340000,-0.0850,0.9634,0.2042,0.988
15.341000,-0.0871,0.9618,0.2051,0.987
15.344000,-0.0898,0.9590,0.2069,0.985
15.360000,-0.0917,0.9556,0.2092,0.983
15.369000,-0.0938,0.9533,0.2118,0.981
15.375000,-0.0921,0.9515,0.2138,0.980
15.384000,-0.0873,0.9491,0.2124,0.977
15.395000,-0.0842,0.9472,0.2081,0.973
15.404000,-0.0845,0.9460,0.2029,0.971
15.434000,-0.0867,0.9446,0.2001,0.969
15.440000,-0.0900,0.9434,0.1983,0.968
15.440000,-0.0945,0.9430,0.1962,0.968
15.444000,-0.0988,0.9427,0.1942,0.968
15.455000,-0.1019,0.9428,0.1943,0.968
15.467000,-0.1021,0.9427,0.1950,0.968
15.475000,-0.1008,0.9429,0.1942,0.968
15.484000,-0.0981,0.9441,0.1918,0.968
15.495000,-0.0941,0.9460,0.1882,0.969
15.504000,-0.0921,0.9473,0.1842,0.969
15.528000,-0.0930,0.9488,0.1814,0.970
15.534000,-0.0971,0.9513,0.1820,0.973
15.534000,-0.0994,0.9539,0.1848,0.977
15.545000,-0.1002,0.9562,0.1871,0.979
15.554000,-0.0994,0.9582,0.1871,0.981
15.565000,-0.0970,0.9599,0.1860,0.983
15.575000,-0.0908,0.9607,0.1838,0.982
15.584000,-0.0854,0.9615,0.1823,0.982
15.595000,-0.0832,0.9618,0.1814,0.982
15.604000,-0.0826,0.9622,0.1823,0.983
15.628000,-0.0826,0.9634,0.1830,0.984
15.632000,-0.0832,0.9649,0.1823,0.985
15.634000,-0.0849,0.9659,0.1807,0.986
15.645000,-0.0867,0.9656,0.1782,0.986
15.655000,-0.0867,0.9644,0.1750,0.984
15.665000,-0.0847,0.9638,0.1710,0.982
15.675000,-0.0816,0.9635,0.1673,0.981
15.684000,-0.0798,0.9632,0.1661,0.981
15.694000,-0.0773,0.9624,0.1672,0.980
15.704000,-0.0770,0.9621,0.1702,0.980
15.736000,-0.0794,0.9616,0.1743,0.980
15.737000,-0.0840,0.9602,0.1782,0.980
15.738000,-0.0901,0.9589,0.1813,0.980
15.744000,-0.0956,0.9589,0.1846,0.981
15.755000,-0.0989,0.9588,0.1873,0.982
15.765000,-0.0983,0.9587,0.1887,0.982
15.775000,-0.0944,0.9594,0.1886,0.982
15.784000,-0.0897,0.9607,0.1890,0.983
15.797000,-0.0870,0.9618,0.1912,0.984
15.805000,-0.0876,0.9623,0.1947,0.986
15.814000,-0.0906,0.9626,0.1991,0.987
15.825000,-0.0938,0.9635,0.2038,0.989
15.857000,-0.0963,0.9654,0.2089,0.992
15.859000,-0.0978,0.9677,0.2156,0.996
15.860000,-0.0974,0.9694,0.2234,1.000
15.871000,-0.0960,0.9728,0.2332,1.005
15.875000,-0.0941,0.9772,0.2446,1.012
15.884000,-0.0910,0.9815,0.2549,1.018
15.897000,-0.0890,0.9846,0.2634,1.023
15.905000,-0.0901,0.9874,0.2696,1.027
15.915000,-0.0945,0.9898,0.2757,1.032
15.925000,-0.1008,0.9914,0.2838,1.036
15.951000,-0.1058,0.9935,0.2929,1.041
15.953000,-0.1066,0.9958,0.3010,1.046
15.955000,-0.1035,0.9993,0.3051,1.050
15.981000,-0.0974,1.0040,0.3043,1.054
15.991000,-0.0916,1.0083,0.3006,1.056
15.993000,-0.0887,1.0137,0.2972,1.060
15.999000,-0.0892,1.0197,0.2951,1.065
16.007000,-0.0860,1.0258,0.2961,1.071
16.043000,-0.0790,1.0335,0.3000,1.079
16.045000,-0.0706,1.0417,0.3055,1.088
16.046000,-0.0602,1.0480,0.3097,1.094
16.046000,-0.0489,1.0532,0.3103,1.099
16.055000,-0.0360,1.0552,0.3068,1.099
16.065000,-0.0269,1.0525,0.2951,1.093
16.075000,-0.0276,1.0455,0.2818,1.083
16.085000,-0.0396,1.0357,0.2742,1.072
16.096000,-0.0600,1.0258,0.2789,1.065
16.104000,-0.0779,1.0180,0.2971,1.063
16.128000,-0.0908,1.0117,0.3225,1.066
16.137000,-0.0982,1.0063,0.3457,1.069
16.138000,-0.0996,1.0015,0.3610,1.069
16.146000,-0.0959,0.9952,0.3661,1.065
16.155000,-0.0872,0.9887,0.3619,1.056
16.165000,-0.0777,0.9816,0.3524,1.046
16.175000,-0.0707,0.9731,0.3393,1.033
16.184000,-0.0683,0.9632,0.3241,1.019
16.196000,-0.0724,0.9539,0.3108,1.006
16.205000,-0.0804,0.9441,0.3022,0.995
16.215000,-0.0883,0.9343,0.2995,0.985
16.225000,-0.0949,0.9271,0.3011,0.979
16.259000,-0.1003,0.9212,0.3028,0.975
16.261000,-0.1032,0.9154,0.3010,0.969
16.262000,-0.1032,0.9154,0.2940,0.967
16.265000,-0.1082,0.8791,0.2850,0.930
16.276000,-0.1129,0.8998,0.2773,0.948
16.287000,-0.1191,0.8949,0.2730,0.943
16.304000,-0.1191,0.8949,0.2744,0.944
16.307000,-0.1283,0.8906,0.2821,0.943
16.316000,-0.1283,0.8906,0.2821,0.943
16.325000,-0.1316,0.8895,0.2948,0.946
16.350000,-0.1328,0.8896,0.3077,0.951
16.351000,-0.1316,0.8900,0.3165,0.954
16.354000,-0.1261,0.8899,0.3169,0.953
16.369000,-0.1208,0.8889,0.3079,0.948
16.375000,-0.1186,0.8876,0.2956,0.943
16.384000,-0.1202,0.8856,0.2839,0.938
16.395000,-0.1251,0.8838,0.2763,0.934
16.405000,-0.1330,0.8823,0.2741,0.933
16.429000,-0.1421,0.8812,0.2756,0.934
16.431000,-0.1472,0.8815,0.2805,0.937
16.434000,-0.1471,0.8832,0.2858,0.940
16.448000,-0.1419,0.8862,0.2900,0.943
16.455000,-0.1340,0.8887,0.2915,0.945
16.465000,-0.1269,0.8903,0.2880,0.944
16.475000,-0.1235,0.8922,0.2819,0.944
16.485000,-0.1248,0.8939,0.2762,0.944
16.495000,-0.1267,0.8956,0.2730,0.945
16.505000,-0.1290,0.8981,0.2718,0.947
16.515000,-0.1285,0.9006,0.2719,0.950
16.525000,-0.1263,0.9032,0.2746,0.952
16.547000,-0.1228,0.9072,0.2788,0.957
16.549000,-0.1191,0.9129,0.2814,0.963
16.554000,-0.1169,0.9188,0.2808,0.968
16.571000,-0.1160,0.9249,0.2784,0.973
16.575000,-0.1162,0.9313,0.2759,0.978
16.584000,-0.1168,0.9373,0.2742,0.984
16.596000,-0.1184,0.9434,0.2741,0.990
16.605000,-0.1203,0.9502,0.2780,0.997
16.615000,-0.1181,0.9574,0.2864,1.006
16.625000,-0.1142,0.9653,0.2959,1.016
16.653000,-0.1104,0.9740,0.3034,1.026
16.655000,-0.1059,0.9836,0.3066,1.036
16.656000,-0.1008,0.9931,0.3054,1.044
16.671000,-0.0954,1.0029,0.3011,1.051
16.675000,-0.0931,1.0105,0.2912,1.056
16.685000,-0.0950,1.0153,0.2774,1.057
16.695000,-0.0997,1.0180,0.2659,1.057
16.705000,-0.1036,1.0196,0.2642,1.058
16.715000,-0.1068,1.0221,0.2718,1.063
16.724000,-0.1036,1.0272,0.2833,1.071
16.742000,-0.0892,1.0345,0.2901,1.078
16.746000,-0.0673,1.0425,0.2886,1.084
16.754000,-0.0437,1.0547,0.2807,1.092
16.767000,-0.0217,1.0633,0.2726,1.098
16.774000,0.0005,1.0671,0.2706,1.101
16.785000,0.0199,1.0673,0.2745,1.102
16.795000,0.0332,1.0626,0.2816,1.100
16.805000,0.0366,1.0522,0.2897,1.092
16.825000,0.0268,1.0362,0.2993,1.079
16.830000,0.0068,1.0194,0.3108,1.066
16.834000,-0.0112,1.0030,0.3213,1.053
16.844000,-0.0187,0.9874,0.3237,1.039
16.855000,-0.0175,0.9753,0.3160,1.025
16.865000,-0.0133,0.9642,0.3007,1.010
16.874000,-0.0126,0.9521,0.2824,0.993
16.885000,-0.0176,0.9403,0.2664,0.978
16.895000,-0.0261,0.9306,0.2577,0.966
16.905000,-0.0329,0.9231,0.2577,0.959
16.915000,-0.0349,0.9190,0.2625,0.956
16.925000,-0.0325,0.9175,0.2676,0.956
16.948000,-0.0292,0.9176,0.2700,0.957
16.954000,-0.0271,0.9175,0.2685,0.956
16.955000,-0.0280,0.9159,0.2608,0.953
16.969000,-0.0337,0.9149,0.2500,0.949
16.974000,-0.0420,0.9152,0.2422,0.948
16.984000,-0.0495,0.9144,0.2404,0.947
16.994000,-0.0577,0.9130,0.2444,0.947
17.005000,-0.0656,0.9109,0.2508,0.947
17.015000,-0.0713,0.9089,0.2562,0.947
17.026000,-0.0729,0.9069,0.2582,0.946
17.049000,-0.0696,0.9045,0.2564,0.943
17.052000,-0.0651,0.9012,0.2513,0.938
17.054000,-0.0634,0.8971,0.2439,0.932
17.067000,-0.0663,0.8925,0.2337,0.925
17.074000,-0.0740,0.8887,0.2223,0.919
17.085000,-0.0837,0.8870,0.2122,0.916
17.095000,-0.0914,0.8867,0.2056,0.915
17.105000,-0.0950,0.8877,0.2036,0.916
17.115000,-0.0942,0.8901,0.2046,0.918
17.125000,-0.0920,0.8946,0.2063,0.923
17.148000,-0.0897,0.9006,0.2090,0.929
17.153000,-0.0878,0.9070,0.2129,0.936
17.154000,-0.0873,0.9138,0.2185,0.944
17.166000,-0.0887,0.9207,0.2222,0.951
17.174000,-0.0921,0.9278,0.2231,0.959
17.185000,-0.0965,0.9353,0.2242,0.967
17.195000,-0.1004,0.9434,0.2290,0.976
17.205000,-0.1048,0.9541,0.2376,0.989
17.214000,-0.1088,0.9659,0.2456,1.003
17.225000,-0.1104,0.9775,0.2514,1.015
17.249000,-0.1074,0.9897,0.2544,1.027
17.255000,-0.0994,1.0028,0.2582,1.040
17.256000,-0.0923,1.0151,0.2647,1.053
17.271000,-0.0925,1.0260,0.2724,1.066
17.276000,-0.0997,1.0339,0.2779,1.075
17.288000,-0.1092,1.0392,0.2789,1.081
17.298000,-0.1154,1.0448,0.2745,1.086
17.305000,-0.1141,1.0511,0.2676,1.091
17.318000,-0.1081,1.0572,0.2609,1.094
17.325000,-0.1044,1.0632,0.2535,1.098
17.361000,-0.1064,1.0682,0.2469,1.102
17.369000,-0.1105,1.0725,0.2432,1.105
17.370000,-0.1092,1.0763,0.2405,1.108
17.371000,-0.1021,1.0795,0.2415,1.111
17.375000,-0.0950,1.0795,0.2499,1.112
17.390000,-0.0934,1.0809,0.2669,1.117
17.400000,-0.0989,1.0737,0.2886,1.116
17.405000,-0.1104,1.0737,0.3098,1.123
17.417000,-0.1240,1.0530,0.3249,1.109
17.444000,-0.1240,1.0530,0.3301,1.110
17.446000,-0.1316,1.0396,0.3301,1.099
17.446000,-0.1377,1.0249,0.3240,1.084
17.454000,-0.1441,1.0094,0.3101,1.066
17.464000,-0.1522,0.9919,0.2952,1.046
17.475000,-0.1622,0.9764,0.2844,1.030
17.484000,-0.1688,0.9644,0.2796,1.018
17.495000,-0.1676,0.9535,0.2795,1.008
17.504000,-0.1622,0.9433,0.2817,0.998
17.514000,-0.1577,0.9333,0.2860,0.989
17.553000,-0.1544,0.9227,0.2915,0.980
17.555000,-0.1537,0.9119,0.2972,0.971
17.556000,-0.1543,0.9021,0.3031,0.964
17.557000,-0.1518,0.8928,0.3066,0.956
17.568000,-0.1441,0.8834,0.3033,0.945
17.580000,-0.1373,0.8749,0.2911,0.932
17.586000,-0.1342,0.8669,0.2729,0.919
17.597000,-0.1325,0.8593,0.2519,0.905
17.605000,-0.1328,0.8529,0.2333,0.894
17.617000,-0.1335,0.8470,0.2223,0.886
17.652000,-0.1338,0.8425,0.2201,0.881
17.653000,-0.1325,0.8398,0.2248,0.879
17.654000,-0.1307,0.8391,0.2306,0.880
17.655000,-0.1259,0.8405,0.2336,0.881
17.665000,-0.1159,0.8436,0.2307,0.882
17.678000,-0.1073,0.8476,0.2243,0.883
17.684000,-0.1030,0.8525,0.2187,0.886
17.695000,-0.1037,0.8580,0.2172,0.891
17.704000,-0.1082,0.8646,0.2217,0.899
17.714000,-0.1135,0.8724,0.2310,0.910
17.743000,-0.1159,0.8810,0.2424,0.921
17.745000,-0.1123,0.8895,0.2531,0.932
17.745000,-0.1060,0.8986,0.2615,0.942
17.754000,-0.1036,0.9083,0.2673,0.952
17.764000,-0.1053,0.9177,0.2703,0.962
17.778000,-0.1058,0.9260,0.2735,0.971
17.785000,-0.1046,0.9335,0.2768,0.979
17.795000,-0.1021,0.9402,0.2790,0.986
17.805000,-0.0997,0.9466,0.2805,0.992
17.815000,-0.0985,0.9539,0.2836,1.000
17.852000,-0.0967,0.9616,0.2888,1.009
17.853000,-0.0953,0.9698,0.2950,1.018
17.854000,-0.0961,0.9795,0.3010,1.029
17.856000,-0.0960,0.9902,0.3029,1.040
17.864000,-0.0917,0.9988,0.2945,1.045
17.878000,-0.0851,1.0058,0.2783,1.047
17.884000,-0.0781,1.0134,0.2656,1.051
17.895000,-0.0685,1.0190,0.2646,1.055
17.904000,-0.0606,1.0246,0.2758,1.063
17.914000,-0.0566,1.0317,0.2889,1.073
17.939000,-0.0557,1.0379,0.2951,1.081
17.940000,-0.0523,1.0434,0.2956,1.086
17.945000,-0.0429,1.0478,0.2932,1.089
17.955000,-0.0304,1.0491,0.2904,1.089
17.964000,-0.0215,1.0470,0.2864,1.086
17.975000,-0.0203,1.0412,0.2828,1.079
17.985000,-0.0233,1.0322,0.2800,1.070
17.995000,-0.0244,1.0217,0.2773,1.059
18.005000,-0.0225,1.0109,0.2747,1.048
18.015000,-0.0202,0.9997,0.2719,1.036
18.039000,-0.0204,0.9882,0.2690,1.024
18.041000,-0.0254,0.9780,0.2664,1.014
18.044000,-0.0359,0.9690,0.2659,1.006
18.054000,-0.0484,0.9610,0.2646,0.998
18.065000,-0.0572,0.9549,0.2608,0.991
18.075000,-0.0573,0.9510,0.2566,0.987
18.085000,-0.0523,0.9488,0.2530,0.983
18.095000,-0.0486,0.9471,0.2509,0.981
18.104000,-0.0485,0.9449,0.2500,0.979
18.115000,-0.0517,0.9419,0.2503,0.976
18.140000,-0.0574,0.9383,0.2525,0.973
18.141000,-0.0636,0.9352,0.2548,0.971
18.145000,-0.0700,0.9322,0.2560,0.969
18.155000,-0.0716,0.9292,0.2560,0.967
18.165000,-0.0673,0.9263,0.2538,0.963
18.174000,-0.0568,0.9241,0.2485,0.959
18.185000,-0.0429,0.9224,0.2382,0.954
18.195000,-0.0313,0.9202,0.2270,0.948
18.204000,-0.0226,0.9165,0.2182,0.942
18.214000,-0.0183,0.9122,0.2134,0.937
18.239000,-0.0211,0.9072,0.2128,0.932
18.241000,-0.0266,0.9017,0.2140,0.927
18.246000,-0.0313,0.8962,0.2139,0.922
18.254000,-0.0331,0.8922,0.2124,0.918
18.264000,-0.0316,0.8906,0.2117,0.916
18.275000,-0.0281,0.8905,0.2141,0.916
18.285000,-0.0265,0.8898,0.2139,0.915
18.295000,-0.0307,0.8892,0.2105,0.914
18.304000,-0.0364,0.8916,0.2039,0.915
